Latitude;Longitude;Num Ligne;rang;Type;Nom_Station;trafic_2018;trafic_2019;trafic_2020;correspondance_1;correspondance_2;correspondance_3;correspondance_4;correspondance_5;ville;arrondissement_pour_paris;;annee;traffic total
48.8427467798;2.29191241332;8;271;Metro;FELIX FAURE;1865477;1744774;776924;8;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;15;;;
48.863257945;2.36666109472;8;269;Metro;FILLES DU CALVAIRE;1718975;1606192;784137;8;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;3;;;
48.743373402;2.29639315754;RER B;57;RER;FONTAINE-MICHALON;754778;731635;425164;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Antony;;;;
48.78761468;2.29249298056;RER B;53;RER;FONTENAY-AUX-ROSES;1183158;1211339;665966;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Fontenay aux roses;;;;
48.8437202616;2.46370803804;RER A;39;RER;FONTENAY-SOUS-BOIS;2729214;2740285;1586673;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Fontenay-sous-Bois;;;;
48.9149497564;2.40440908743;7;98;Metro;FORT D'AUBERVILLIERS;4165208;3889085;2328764;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Aubervilliers;;;;
48.8698082202;2.30747079345;"1; 9";22;Metro;FRANKLIN D. ROOSEVELT;10705337;9545487;4691237;1;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;8;;;
48.906567146;2.3659203194;12;174;Metro;FRONT POPULAIRE;2877264;2802852;1525242;12;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Saint Denis / Aubervilliers;;;;
48.8846809737;2.34266003734;2;261;Metro;FUNICULAIRE;3415784;3400474;843984;2;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;18;;;
48.9163823099;2.2946851117;13;68;Metro;GABRIEL PERI;5405121;4998394;2667469;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Asnières;;;;
48.8386316462;2.32249174982;13;214;Metro;GAITE;2995328;2713799;1205958;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;14;;;
48.8653353173;2.41669727286;3;57;Metro;GALLIENI;5841623;5595343;2893664;3;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Bagnolet;;;;
48.8649166851;2.39898444025;"3; 3bis";49;Metro;GAMBETTA;7137504;6798910;3310515;3;3bis;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;20;;;
48.842436797;2.365184812;"5; 10; RER C";23;Metro;GARE D'AUSTERLITZ;10443637;9887549;4638836;5;10;RER C;Pas de correspondance;Pas de correspondance;Paris;13;;;
48.8759910648;2.35788077193;"4; 5; 7; Ligne P;";5;Metro;GARE DE L'EST;21432041;22443106;11715190;4;5;7;Ligne P;Pas de correspondance;Paris;10;;;
48.8441393499;2.37325997671;"LIGNE P; Ligne R;1;14;RER A";3;Metro;GARE DE LYON;36864326;36512570;22232810;1;14;RER A;Ligne P;Ligne R;Paris;12;;;
48.8437725769;2.37391647117;"RER A; RER D";2;RER;GARE DE LYON-RER;38223812;37526415;21749596;RER A;RER D;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;12;;;
48.8809220076;2.35632854366;"4; 5; Ligne K; Ligne H";2;Metro;GARE DU NORD;45793828;51141374;25381876;4;5;Ligne K;Ligne H;Pas de correspondance;Paris;10;;;
48.8807689583;2.35711533495;"1;RER B";1;RER;GARE DU NORD-RER;42502942;47417703;25134283;RER B;1;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;10;;;
48.9060940502;2.33183083796;13;148;Metro;GARIBALDI;3692242;3330349;1697555;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Saint Ouen;;;;
48.8152299365;2.34089113242;B;44;RER;GENTILLY;2332897;2415990;1248514;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Gentilly;;;;
48.8720238095;2.30056045125;1;58;Metro;GEORGE V;6380669;6643262;2871038;1;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;8;;;
48.6981969763;2.13656671706;RER B;62;RER;GIF-SUR-YVETTE;769431;669555;324780;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Gif sur Yvette;;;;
48.831129548;2.34351165775;6;110;Metro;GLACIERE;4863838;4498939;2184910;6;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;13;;;
48.8699575127;2.37109483973;11;132;Metro;GONCOURT;3420469;2192190;1829817;11;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;11;;;
48.8714977394;2.34315477308;"8;9";78;Metro;GRANDS BOULEVARDS;7416725;6807424;2608284;8;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;9;;;
48.8928288534;2.3274284585;13;221;Metro;GUY MOQUET;4593098;4004960;1191891;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;17;;;
48.8737134067;2.32769540963;"3;9";29;Metro;HAVRE-CAUMARTIN;7865303;8277127;3899956;3;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;9;;;
48.8912285932;2.40235214254;5;77;Metro;HOCHE;5185130;4995902;2616315;5;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pantin;;;;
48.8574779825;2.35157756299;"1;11;T1";13;Metro;HOTEL DE VILLE;11467832;12307363;5673100;1;11;T1;Pas de correspondance;Pas de correspondance;Paris;4;;;
48.8647940658;2.29416201811;9;233;Metro;IENA;2506768;2646049;1093805;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;16;;;
48.8623253291;2.31513843219;"8;13";66;Metro;INVALIDES;6411555;6540934;2678838;8;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;7;;;
48.87080998;2.36102746692;5;211;Metro;JACQUES BONSERGENT;2596218;2477876;1216884;5;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;10;;;
48.8525040906;2.26817674944;9;239;Metro;JASMIN;2103952;1935764;1017366;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;16;;;
48.8814985959;2.37026212666;"2;5;7bis";54;Metro;JAURES;6261040;5836196;3148221;2;5;7bis;Pas de correspondance;Pas de correspondance;Paris;19;;;
48.8210388151;2.46385679536;RER A;26;RER;JOINVILLE-LE-PONT;3950334;4017431;2314407;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Joinville-le-Pont;;;;
48.875111817;2.38941503204;11;151;Metro;JOURDAIN;3467807;3029314;1683473;11;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;20;;;
48.8924395905;2.34465700413;12;136;Metro;JULES JOFFRIN;4677666;4034229;1806947;12;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;18;;;
48.8459506666;2.35505026306;"7;10";127;Metro;JUSSIEU;4684325;4328012;1891986;7;10;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;5;;;
48.8716497691;2.29352429034;6;290;Metro;KLEBER;1357710;1253324;513955;6;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;16;;;
48.8843987952;2.36049131853;2;31;Metro;LA CHAPELLE;6976673;6534340;3825879;2;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;9;;;
48.92078597;2.41059861509;"T1;7";39;Metro;LA COURNEUVE-8 MAI 1945;5962052;5886507;3611264;7;T1;Pas de correspondance;Pas de correspondance;Pas de correspondance;La Courneuve;;;;
48.7616936904;2.30422734619;RER B;36;RER;LA CROIX DE BERNY;3288568;3161602;1799762;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Antony;;;;
48.8921233638;2.23721353646;1;7;Metro;LA DEFENSE;15954978;16213921;8616589;1;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Puteaux;;;;
48.8921870764;2.2370180564;RER A;4;RER;LA DEFENSE-RER;33822933;34129971;16349130;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Puteaux;;;;
48.8871839469;2.32577967481;13;177;Metro;LA FOURCHE;2814675;2563103;1499508;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;8;;;
48.6952641221;2.15164203862;RER B;66;RER;LA HACQUINIERE;460195;419294;213256;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Bures sur Yvette;;;;
48.8487416657;2.29893091175;6;44;Metro;LA MOTTE-PICQUET-GRENELLE;7959759;7958383;3428458;6;8;10;Pas de correspondance;Pas de correspondance;Paris;15;;;
48.8580460563;2.27415463109;9;113;Metro;LA MUETTE;4150248;3991922;2114924;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;16;;;
48.8577254129;2.31056596095;8;245;Metro;LA TOUR-MAUBOURG;2218166;2139593;965136;8;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;7;;;
48.7953838356;2.51342329955;RER A;47;RER;LA VARENNE-CHENNEVIERES;1976634;1985568;1209310;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;saint-Maur des Fosses;;;;
48.8896740712;2.3387606492;12;199;Metro;LAMARCK-CAULAINCOURT;2843167;2704202;1283881;12;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;18;;;
48.8082965868;2.33435430694;RER B;31;RER;LAPLACE;3676446;3707718;1943309;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Arcueil;;;;
48.8852161821;2.37966307748;5;115;Metro;LAUMIERE;4556699;4325317;2107812;5;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;19;;;
48.7054039248;2.19273488481;RER B;58;RER;LE GUICHET;924106;842064;389736;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Orsay;;;;
48.8101299573;2.36226338713;7;103;Metro;LE KREMLIN-BICETRE;4447608;4062243;2244686;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Kremlin-Bicêtre;;;;
48.8053776622;2.48634974878;RER A;45;RER;LE PARC DE SAINT-MAUR;2242987;2216669;1240624;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Saint-Maur des Fosses;;;;
48.8748743434;2.34019988439;7;216;Metro;LE PELETIER;2510950;2451509;1203233;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;9;;;
48.8900862356;2.13460087523;RER A;52;RER;LE VESINET-CENTRE;1361720;1380169;760964;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Le Vesinet;;;;
48.8979734463;2.12211744747;RER A;49;RER;LE VESINET-LE PECQ;2157155;2147193;1156100;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Le Vesinet;;;;
48.8512711264;2.37611877334;8;156;Metro;LEDRU-ROLLIN;3977633;3777270;1636428;8;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;12;;;
48.9231037797;2.28627957753;13;200;Metro;LES AGNETTES;2448699;2309419;1283180;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Asnières sur Seine;;;;
48.7396810434;2.28766749545;RER B;50;RER;LES BACONNETS;1888141;1860108;1098252;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Antony;;;;
48.9307570033;2.28417444828;13;109;Metro;LES COURTILLES;4233814;3886523;2194218;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Asnières sur Seine;;;;
48.8358634842;2.35258892564;7;142;Metro;LES GOBELINS;3595435;3377372;1733427;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;13;;;
48.8623162787;2.34567382822;4;8;Metro;LES HALLES;17509498;16069170;8019633;4;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;1;;;
48.8811915206;2.27168672105;1;56;Metro;LES SABLONS;6396994;6314665;2965575;1;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Neuilly Sur Seine;;;;
48.8260549965;2.40674222593;8;219;Metro;LIBERTE;2631382;2532442;1195690;8;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Charenton;;;;
48.8796347607;2.32702220089;13;276;Metro;LIEGE;1795368;1662452;740144;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;8;;;
48.8392193;2.63321091342;RER A;51;RER;LOGNES;1655254;1680012;944270;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Lognes;;;;
48.8812858119;2.36554431917;"7;7bis";209;Metro;LOUIS BLANC;2439575;2272326;1226441;7;7bis;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;10;;;
48.8887060198;2.28808363305;3;139;Metro;LOUISE MICHEL;3807962;3546360;1735982;3;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Levallois-Perret;;;;
48.8389609394;2.28270002724;8;231;Metro;LOURMEL;2424947;2301922;1120497;8;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;15;;;
49.0493256018;2.50175806584;"RER D;1";197;Metro;LOUVRE;2617507;2633369;1328080;1;RER D;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;1;;;
48.7059689848;2.21226237802;RER B;59;RER;LOZERE;828404;778724;371808;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Palaiseau;;;;
48.8457430732;2.33992799972;RER B;16;RER;LUXEMBOURG;6020838;6246164;2916819;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;5;;;
48.8530167679;2.33550205309;10;263;Metro;MABILLON;1963879;1859872;839743;10;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;6;;;
48.869633173;2.32627227403;"8;12;14";25;Metro;MADELEINE;7088856;8473016;4297547;8;12;14;Pas de correspondance;Pas de correspondance;Paris;8;;;
48.9033300946;2.30592414987;13;47;Metro;MAIRIE DE CLICHY;7105379;6342058;3316323;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Clichy;;;;
48.8619369141;2.44131094125;9;18;Metro;MAIRIE DE MONTREUIL;8182788;8106589;4764601;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Montreuil;;;;
48.8186764099;2.3197403133;4;43;Metro;MAIRIE DE MONTROUGE;7081319;6849601;3456791;4;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Montrouge;;;;
48.9119648979;2.33392489048;"13;14";95;Metro;MAIRIE DE SAINT-OUEN;4641862;4314548;2373142;13;14;Pas de correspondance;Pas de correspondance;Pas de correspondance;Saint Ouen;;;;
48.879761254;2.41647964367;11;82;Metro;MAIRIE DES LILAS;4817603;4436148;2563685;11;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Les Lilas;;;;
48.8241050307;2.27304152514;12;116;Metro;MAIRIE D'ISSY;4473140;4096487;2083392;12;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Issy Les Moulineaux;;;;
48.8110991977;2.38355147965;7;137;Metro;MAIRIE D'IVRY;3351677;3074561;1800848;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Ivry;;;;
48.8224378346;2.35847388385;7;246;Metro;MAISON BLANCHE;1974306;1803381;955254;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;13;;;
48.8026376907;2.44692748424;8;255;Metro;MAISONS-ALFORT-LES JUILLIOTTES;1905384;1779627;905627;8;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Maisons -Alfort;;;;
48.8091443609;2.43450989593;8;186;Metro;MAISONS-ALFORT-STADE;2465520;2330375;1393467;8;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Maisons -Alfort;;;;
48.8225837068;2.29846419197;13;163;Metro;MALAKOFF-PLATEAU DE VANVES;3718080;3454231;1581749;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Malakoff;;;;
48.8153075312;2.29707779833;13;237;Metro;MALAKOFF-RUE ETIENNE DOLET;2140693;2048140;1054998;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Malakoff;;;;
48.8828919175;2.30905226455;3;229;Metro;MALESHERBES;2628908;2406916;1133574;3;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;17;;;
48.8527251193;2.40608916188;9;198;Metro;MARAICHERS;2788149;2608017;1316167;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;20;;;
48.8914168342;2.34973840702;"4;12";52;Metro;MARCADET-POISSONNIERS;5285526;5973655;3169019;4;12;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;18;;;
48.8337088491;2.24384059238;9;59;Metro;MARCEL SEMBAT;5958354;5521946;2845520;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Boulogne Billancourt;;;;
48.8904854538;2.35999576641;12;172;Metro;MARX DORMOY;3616802;3359946;1544166;12;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;18;;;
48.7243094192;2.25896643431;RER B;7;RER;MASSY-PALAISEAU;9496594;9141486;5163200;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Massy;;;;
48.7347165868;2.2734834644;RER B;63;RER;MASSY-VERRIERES;623769;607314;296614;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Massy;;;;
48.8501273238;2.34805429048;10;253;Metro;MAUBERT-MUTUALITE;2349339;2226690;913919;10;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;5;;;
48.8668000351;2.38338325046;2;111;Metro;MENILMONTANT;4359581;3943809;2171543;2;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;11;;;
48.837117007;2.40233316592;8;254;Metro;MICHEL BIZOT;2009808;1906545;910938;8;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;12;;;
48.8479348079;2.26421877705;"9;10";230;Metro;MICHEL-ANGE-AUTEUIL;2175029;2042174;1131814;9;10;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;16;;;
48.8452475655;2.2616234924;"9;10";222;Metro;MICHEL-ANGE-MOLITOR;2298330;2247014;1180095;9;10;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;16;;;
48.8471310082;2.27276375332;10;278;Metro;MIRABEAU;1422224;1377611;724167;10;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;16;;;
48.8737095277;2.31460632162;"9;13";74;Metro;MIROMESNIL;6391877;5908201;2618473;9;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;8;;;
48.8804494561;2.30945116799;2;256;Metro;MONCEAU;1804353;1672269;902347;2;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;17;;;
48.8444086721;2.39007511282;8;267;Metro;MONTGALLET;1690677;1596702;804190;8;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;12;;;
48.8437813048;2.3243970124;"4;6;12;13";4;Metro;MONTPARNASSE-BIENVENUE;30646580;29857740;13783944;4;6;12;13;Pas de correspondance;Paris;14;;;
48.8311126604;2.32970501262;4;258;Metro;MOUTON-DUVERNET;1645671;1583761;870679;4;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;14;;;
48.8957453121;2.22321296703;RER A;5;RER;NANTERRE-PREFECTURE;24980181;26179183;13379344;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Nanterre;;;;
48.9015496743;2.21523234727;RER A;30;RER;NANTERRE-UNIVERSITE;4468490;4140214;2024836;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Nanterre;;;;
48.8951258913;2.19536398691;RER A;25;RER;NANTERRE-VILLE;4083814;4228110;2318006;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Nanterre;;;;
48.8475793675;2.39555451217;"1;2;6;9";16;Metro;NATION;8638165;8834660;4860619;1;2;6;9;Pas de correspondance;Paris;12;;;
48.8332167197;2.36285639952;6;192;Metro;NATIONALE;2970029;2497964;1360198;6;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;13;;;
48.8482371104;2.39582358883;RER A;21;RER;NATION-RER;3808672;4138889;2636667;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;12;;;
48.853485713;2.51382529103;RER A;13;RER;NEUILLY-PLAISANCE;5904235;5924171;3726798;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Neuilly-sur-Seine;;;;
48.8342888989;2.47168124121;RER A;38;RER;NOGENT-SUR-MARNE;2784913;2835775;1703324;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Nogent-sur-Marne;;;;
48.8434916487;2.6159524885;RER A;34;RER;NOISIEL;2882653;3016034;1868878;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Noisiel;;;;
48.8428848408;2.58008591197;RER A;15;RER;NOISY-CHAMPS;5401324;5614935;3393192;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Champs-sur-Marne;;;;
48.8408434319;2.5477751893;RER A;8;RER;NOISY-LE-GRAND-MONT D'EST;8077756;7609131;4492037;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Noisy-le-Grand;;;;
48.8760262116;2.33788648907;12;223;Metro;NOTRE-DAME-DE-LORETTE;2943066;2833104;1176983;12;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;9;;;
48.8449426325;2.3287780269;12;244;Metro;NOTRE-DAME-DES-CHAMPS;2146424;2051828;996587;12;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;6;;;
48.8646578796;2.36841002566;"5;9";86;Metro;OBERKAMPF;4580340;4416955;2462989;5;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;11;;;
48.8523007631;2.33972778159;"4;10";91;Metro;ODEON;5905175;5600764;2412888;4;10;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;6;;;
48.827270836;2.36803264776;14;21;Metro;OLYMPIADES;7306272;7912359;4717069;14;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;13;;;
48.8709917839;2.33198952268;"3;7;8";41;Metro;OPERA;11175606;10501357;3519216;3;7;8;Pas de correspondance;Pas de correspondance;Paris;9;;;
48.6975056699;2.1810544377;RER B;42;RER;ORSAY-VILLE;2605092;2434752;1383444;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Orsay;;;;
48.8871348691;2.38696001714;5;118;Metro;OURCQ;4089055;3763663;2064168;5;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;19;;;
48.7169462876;2.24567251458;RER B;54;RER;PALAISEAU;1061473;1046766;518346;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Palaiseau;;;;
48.7081405836;2.23731436464;RER B;56;RER;PALAISEAU-VILLEBON;941474;910971;444921;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Palaiseau;;;;
48.8623480308;2.33649646231;"1;7";35;Metro;PALAIS-ROYAL;9648312;9592920;3678654;1;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;1;;;
48.7707219935;2.31020545188;RER B;64;RER;PARC DE SCEAUX;613248;574699;286202;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Antony;;;;
48.8652537861;2.37458197;3;176;Metro;PARMENTIER;3283276;3103492;1499805;3;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;11;;;
48.857448691;2.28581244413;6;190;Metro;PASSY;4124316;3187985;1380218;6;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;16;;;
48.84267682;2.31281277347;"6;12";73;Metro;PASTEUR;5217986;4493457;2625552;6;12;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;9;;;
48.8684401633;2.40156171274;3bis;302;Metro;PELLEPORT;371005;329597;178325;3bis;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;20;;;
48.8626540191;2.38760728815;"2;3";83;Metro;PERE LACHAISE;4882748;4724592;2503028;2;3;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;20;;;
48.8848962552;2.29772434648;3;106;Metro;PEREIRE;4804340;4446732;2221107;3;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;17;;;
48.8339363927;2.31807828549;13;185;Metro;PERNETY;3310917;3050541;1395770;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;14;;;
48.8584665494;2.38972985235;2;248;Metro;PHILIPPE AUGUSTE;1922463;1763562;925913;2;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;11;;;
48.8450615799;2.40128901983;6;285;Metro;PICPUS;1404477;1302314;595063;6;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;12;;;
48.815930763;2.37726720015;7;270;Metro;PIERRE CURIE;1608512;1535768;780043;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Ivry;;;;
48.8823901507;2.33729479057;"2;12";84;Metro;PIGALLE;5949716;5599495;2496923;2;12;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;18;;;
48.8836149922;2.32783955611;"2;13";37;Metro;PLACE CLICHY;8769157;8020440;3643247;2;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;17;;;
48.8768063892;2.39305609332;"7bis;11";158;Metro;PLACE DES FETES;2987172;2921564;1620143;7bis;11;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;19;;;
48.830972673;2.35558027408;"5;6;7";14;Metro;PLACE D'ITALIE;11508361;10577276;5031748;5;6;7;Pas de correspondance;Pas de correspondance;Paris;13;;;
48.8428668307;2.35222472818;7;202;Metro;PLACE MONGE;3134478;2828772;1269871;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;6;;;
48.8318256496;2.31412232347;13;79;Metro;PLAISANCE;5091432;4784211;2590236;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;14;;;
48.8772363191;2.34929390248;7;149;Metro;POISSONNIERE;3704783;3466034;1686977;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;10;;;
48.8978210671;2.27980958669;3;92;Metro;PONT DE LEVALLOIS-BECON;5374925;5068483;2404120;3;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Levallois-Perret;;;;
48.8847082013;2.26051507789;1;36;Metro;PONT DE NEUILLY;7127658;6902027;3678074;1;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Neuilly Sur Seine;;;;
